ticker,signal_type,detection_date,price_at_signal,signal_priority,ml_confidence,enhancement_used
ABBV,HIGH_12W,2026-06-22,253.35,61.0,,0
ABBV,HIGH_4W,2026-06-22,253.35,59.0,,0
XYZ,HIGH_4W,2026-06-22,77.82,59.0,,0
ABBV,HIGH_2W,2026-06-22,253.35,57.0,,0
XYZ,HIGH_2W,2026-06-22,77.82,57.0,,0
