ticker,signal_type,detection_date,price_at_signal,signal_priority,ml_confidence,enhancement_used
5005.KL,HIGH_12W,2026-05-25,5.3,61.0,,0
0041.KL,HIGH_12W,2026-05-25,0.01,61.0,,0
5005.KL,HIGH_4W,2026-05-25,5.3,59.0,,0
0041.KL,HIGH_4W,2026-05-25,0.01,59.0,,0
3034.KL,HIGH_2W,2026-05-25,2.99,57.0,,0
5005.KL,HIGH_2W,2026-05-25,5.3,57.0,,0
5108.KL,HIGH_2W,2026-05-25,2.64,57.0,,0
0041.KL,HIGH_2W,2026-05-25,0.01,57.0,,0
5819.KL,LOW_4W,2026-05-25,20.88,54.0,,0
4707.KL,LOW_4W,2026-05-25,91.0,54.0,,0
